Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,51
Base Time Seconds,1745064623
Base Time Fractional,.855399360
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-3.035180270672e-06,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000113330,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:23,.855399360
2,0.001727540860884,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000099929366,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:24,.024823900
3,0.003502590581775,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000199941205,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:24,.194242620
4,0.005258697085083,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000299844869,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:24,.363645420
5,0.00699174311012,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000399872843,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:24,.533070060
6,0.008766933344305,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000499896014,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:24,.702486160
7,0.01049970369786,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000599928135,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:24,.871883200
8,0.01227612234652,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000699961456,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:25,.041298880
9,0.01400422398001,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000799992704,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:25,.210707220
10,0.01578188315034,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000899864317,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:25,.380122080
11,0.01750477217138,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000999917538,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:25,.549543720
12,0.01928750798106,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001099932051,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:25,.718980300
13,0.0210132766515,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001199979524,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:25,.888397860
14,0.02279778756201,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001300017902,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:26,.057814580
15,0.02451861277223,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001399865578,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:26,.227222040
16,0.02630286663771,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001499900827,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:26,.396639760
17,0.02802272699773,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001599938842,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:26,.566063500
18,0.02980943769217,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001699978893,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:26,.735463760
19,0.03153258934617,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001800000464,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:26,.904876520
20,0.033317938447,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001900046773,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:27,.074297520
21,0.03503258526325,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001999894448,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:27,.243718360
22,0.0368212275207,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002099927515,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:27,.413144160
23,0.0385420396924,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002199981100,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:27,.582570020
24,0.04032064974308,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002299989574,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:27,.751977280
25,0.04204889014363,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002400035592,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:27,.921384080
26,0.04383491352201,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002500075207,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:28,.090803420
27,0.04555465653539,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002599929867,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:28,.260209720
28,0.04733750596642,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002699939650,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:28,.429644800
29,0.04905696213245,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002799986978,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:28,.599051680
30,0.05084462463856,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002900017134,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:28,.768468300
31,0.05256144702435,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003000049910,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:28,.937908700
32,0.05434846878052,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003099939495,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:29,.107302680
33,0.05606352165341,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003199949570,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:29,.276715340
34,0.05785116925836,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003299961099,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:29,.446120120
35,0.05956431105733,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003400002315,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:29,.615530680
36,0.06135707721114,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003500026651,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:29,.784958340
37,0.06306979060173,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003600039054,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:29,.954374800
38,0.06485772132874,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003699906229,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:30,.123783380
39,0.06657209992409,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003799936676,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:30,.293201780
40,0.06836154311895,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003899972362,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:30,.462605840
41,0.07007823884487,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003999992041,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:30,.632022360
42,0.07186631858349,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004100031510,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:30,.801433880
43,0.07357808202505,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004199883260,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:30,.970855880
44,0.07536585628986,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004299908760,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:31,.140281980
45,0.07708174735308,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004399980244,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:31,.309695060
46,0.07886945456266,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004499970237,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:31,.479102720
47,0.08058143407106,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004600012908,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:31,.648516500
48,0.08237297832966,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004700050049,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:31,.817930080
49,0.08408445864916,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004799916351,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:31,.987349800
50,0.08587184548378,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004899903433,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:32,.156747500
51,0.0875830501318,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004999938537,Amp DC,.001,T,4W,F,F,04/19/2025,12:10:32,.326153700
