Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,51
Base Time Seconds,1745066027
Base Time Fractional,.058713120
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-1.292093656957e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000110542,Amp DC,.001,T,4W,F,F,04/19/2025,12:33:47,.058713120
2,0.001715976395644,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000099932431,Amp DC,.001,T,4W,F,F,04/19/2025,12:33:47,.228136840
3,0.003474936354905,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000199941223,Amp DC,.001,T,4W,F,F,04/19/2025,12:33:47,.397537460
4,0.005197380669415,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000299847270,Amp DC,.001,T,4W,F,F,04/19/2025,12:33:47,.566945220
5,0.006959219928831,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000399872661,Amp DC,.001,T,4W,F,F,04/19/2025,12:33:47,.736375760
6,0.00868605915457,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000499892667,Amp DC,.001,T,4W,F,F,04/19/2025,12:33:47,.905793180
7,0.01044776290655,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000599924351,Amp DC,.001,T,4W,F,F,04/19/2025,12:33:48,.075211800
8,0.01217226590961,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000699958182,Amp DC,.001,T,4W,F,F,04/19/2025,12:33:48,.244633920
9,0.01393547933549,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000799992049,Amp DC,.001,T,4W,F,F,04/19/2025,12:33:48,.414046120
10,0.01564954593778,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000899862134,Amp DC,.001,T,4W,F,F,04/19/2025,12:33:48,.583463900
