Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,51
Base Time Seconds,1745065719
Base Time Fractional,.369724800
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
35,-0.05910632386804,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003400007263,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:45,.129936040
36,-0.06084393337369,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003500029852,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:45,.299350640
37,-0.0625838637352,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003600040509,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:45,.468780420
38,-0.06432037055492,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003699911758,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:45,.638205700
39,-0.06605744361877,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003799939586,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:45,.807635500
40,-0.06779764592648,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003899972944,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:45,.977046420
41,-0.0695381462574,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003999995242,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:46,.146468140
42,-0.07127560675144,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004100031801,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:46,.315861220
43,-0.07301387935877,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004199885298,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:46,.485277720
44,-0.07475204765797,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004299918364,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:46,.654701080
45,-0.07649420201778,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004399985191,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:46,.824125760
46,-0.07823015749454,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004499971692,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:46,.993526640
47,-0.07997351139784,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004600012035,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:47,.162949640
48,-0.08171058446169,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004700050631,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:47,.332352940
49,-0.08344914019108,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004799916060,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:47,.501771460
50,-0.08518631011248,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004899903433,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:47,.671168220
51,-0.08692911267281,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004999936791,Amp DC,.001,T,4W,F,F,04/19/2025,12:28:47,.840586060
