Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,51
Base Time Seconds,1745064969
Base Time Fractional,.677859020
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
14,-1.319411967415e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001300017029,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:11,.880258480
15,-5.507070454769e-06,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001399864850,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:12,.049686860
16,-1.648863690207e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001499905193,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:12,.219104840
17,-1.552775211167e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001599937386,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:12,.388515440
18,-2.294035220984e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001699978311,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:12,.557924460
19,-1.278232957702e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001800003956,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:12,.727340940
20,-2.609756484162e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001900048373,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:12,.896741740
21,-1.511596201453e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0001999894448,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:13,.066164120
22,-2.390122972429e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002099929261,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:13,.235557060
23,-2.445036079735e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002199986338,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:13,.404951660
24,-2.980386489071e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002299992339,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:13,.574352260
25,-1.154697383754e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002400035883,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:13,.743764460
26,-2.15677137021e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002500073751,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:13,.913165460
27,-1.621416595299e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002599926956,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:14,.082588160
28,-2.911755291279e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002699939942,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:14,.251988380
29,-2.088136534439e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002799989888,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:14,.421398180
30,-1.868513936643e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0002900020045,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:14,.590807200
31,-2.527405740693e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003000049328,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:14,.760213600
32,-2.88431183435e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003099929600,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:14,.929624640
33,-3.858925629174e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003199950443,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:15,.099020840
34,-1.827329833759e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003299963719,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:15,.268446500
35,-2.870582829928e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003400002315,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:15,.437849200
36,-1.992057514144e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003500026360,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:15,.607272380
37,-2.76076971204e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003600034397,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:15,.776679880
38,-2.101874270011e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003699908557,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:15,.946086200
39,-2.774497261271e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003799939586,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:16,.115494680
40,-1.964606781257e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003899974981,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:16,.284917440
41,-3.296127397334e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0003999995242,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:16,.454313500
42,-2.170510560973e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004100036167,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:16,.623731340
43,-3.351033228682e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004199885880,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:16,.793117100
44,-2.417597715976e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004299918655,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:16,.962519500
45,-3.282402030891e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004399983445,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:17,.131925060
46,-2.335240424145e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004499968200,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:17,.301321560
47,-3.529487730702e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004600014363,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:17,.470732340
48,-2.170520019718e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004700051504,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:17,.640147300
49,-3.790304617723e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004799917224,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:17,.809547220
50,-2.815690822899e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004899905180,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:17,.978949580
51,-3.749122697627e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0004999937373,Amp DC,.001,T,4W,F,F,04/19/2025,12:16:18,.148341020
