wavelength (nm),microAmps (mA)
433.906,0.40114
433.9061,0.40105
433.9062,0.40103
433.9063,0.40105
433.9064,0.40115
433.9065,0.40109
433.9066,0.40107
433.9067,0.40106
433.9068,0.40105
433.9069,0.40104
433.907,0.40111
433.9071,0.40111
433.9072,0.401
433.9073,0.40111
433.9074,0.40107
433.9075,0.40103
433.9076,0.40104
433.9077,0.40108
433.9078,0.40105
433.9079,0.40112
433.908,0.40116
433.9081,0.40105
433.9082,0.40103
433.9083,0.40106
433.9084,0.40108
433.9085,0.40114
433.9086,0.40108
433.9087,0.40107
433.9088,0.40109
433.9089,0.40107
433.909,0.40111
433.9091,0.401
433.9092,0.40114
433.9093,0.40101
433.9094,0.40109
433.9095,0.40118
433.9096,0.40113
433.9097,0.40112
433.9098,0.4011
433.9099,0.40111
433.91,0.40106
433.9101,0.40109
433.9102,0.40107
433.9103,0.40111
433.9104,0.40107
433.9105,0.40112
433.9106,0.40108
433.9107,0.40104
433.9108,0.40108
433.9109,0.40113
433.911,0.40103
433.9111,0.40115
433.9112,0.40104
433.9113,0.40102
433.9114,0.40111
433.9115,0.40115
433.9116,0.4011
433.9117,0.40107
433.9118,0.40106
433.9119,0.40103
433.912,0.40114
433.9121,0.40107
433.9122,0.40112
433.9123,0.40105
433.9124,0.40108
433.9125,0.40106
433.9126,0.40108
433.9127,0.40107
433.9128,0.40108
433.9129,0.40109
433.913,0.4011
433.9131,0.40115
433.9132,0.40113
433.9133,0.4011
433.9134,0.40115
433.9135,0.4011
433.9136,0.40104
433.9137,0.4011
433.9138,0.40109
433.9139,0.4011
433.914,0.40109
433.9141,0.40115
433.9142,0.40107
433.9143,0.40111
433.9144,0.40112
433.9145,0.4011
433.9146,0.40108
433.9147,0.40108
433.9148,0.40111
433.9149,0.40117
433.915,0.40112
433.9151,0.40104
433.9152,0.40109
433.9153,0.40114
433.9154,0.40109
433.9155,0.40108
433.9156,0.40113
433.9157,0.40114
433.9158,0.40107
433.9159,0.40117
433.916,0.40115
433.9161,0.40117
433.9162,0.40116
433.9163,0.40106
433.9164,0.40109
433.9165,0.40116
433.9166,0.40112
433.9167,0.40114
433.9168,0.40106
433.9169,0.40105
433.917,0.40115
433.9171,0.40111
433.9172,0.40105
433.9173,0.40112
433.9174,0.4011
433.9175,0.40114
433.9176,0.40115
433.9177,0.40114
433.9178,0.40108
433.9179,0.40114
433.918,0.40108
433.9181,0.40107
433.9182,0.40107
433.9183,0.40111
433.9184,0.4011
433.9185,0.40112
433.9186,0.40108
433.9187,0.40105
433.9188,0.40107
433.9189,0.40109
433.919,0.40111
433.9191,0.40112
433.9192,0.4011
433.9193,0.40121
433.9194,0.4011
433.9195,0.40108
433.9196,0.40113
433.9197,0.40104
433.9198,0.40112
433.9199,0.40101
433.92,0.4011
433.9201,0.40112
433.9202,0.40103
433.9203,0.4011
433.9204,0.40111
433.9205,0.40109
433.9206,0.40104
433.9207,0.40109
433.9208,0.40106
433.9209,0.40107
433.921,0.40106
433.9211,0.40102
433.9212,0.40104
433.9213,0.40113
433.9214,0.40107
433.9215,0.40108
433.9216,0.40108
433.9217,0.40105
433.9218,0.40104
433.9219,0.40106
433.922,0.40106
433.9221,0.40108
433.9222,0.40109
433.9223,0.40107
433.9224,0.4011
433.9225,0.40103
433.9226,0.4011
433.9227,0.40107
433.9228,0.40107
433.9229,0.40107
433.923,0.40109
433.9231,0.40108
433.9232,0.40106
433.9233,0.40101
433.9234,0.40108
433.9235,0.40106
433.9236,0.4011
433.9237,0.40108
433.9238,0.40104
433.9239,0.40104
433.924,0.40107
433.9241,0.40105
433.9242,0.40102
433.9243,0.40102
433.9244,0.40106
433.9245,0.401
433.9246,0.40102
433.9247,0.40109
433.9248,0.40107
433.9249,0.40102
433.925,0.4011
433.9251,0.40107
433.9252,0.40108
433.9253,0.40099
433.9254,0.40109
433.9255,0.40103
433.9256,0.40105
433.9257,0.401
433.9258,0.40107
433.9259,0.40108
433.926,0.40106
433.9261,0.40108
433.9262,0.40106
433.9263,0.40107
433.9264,0.401
433.9265,0.40103
433.9266,0.40104
433.9267,0.40111
433.9268,0.40099
433.9269,0.40102
433.927,0.40106
433.9271,0.40106
433.9272,0.40101
433.9273,0.40106
433.9274,0.40106
433.9275,0.40103
433.9276,0.40107
433.9277,0.40108
433.9278,0.40101
433.9279,0.40104
433.928,0.40106
433.9281,0.40106
433.9282,0.40101
433.9283,0.40104
433.9284,0.40097
433.9285,0.40103
433.9286,0.40107
433.9287,0.40106
433.9288,0.40107
433.9289,0.401
433.929,0.40107
433.9291,0.40105
433.9292,0.40108
433.9293,0.40102
433.9294,0.40099
433.9295,0.40108
433.9296,0.40109
433.9297,0.4011
433.9298,0.40103
433.9299,0.40109
433.93,0.40104
433.9301,0.40115
433.9302,0.401
433.9303,0.401
433.9304,0.40105
433.9305,0.40102
433.9306,0.40111
433.9307,0.40104
433.9308,0.40106
433.9309,0.40105
433.931,0.40104
433.9311,0.40102
433.9312,0.40102
433.9313,0.40104
433.9314,0.40103
433.9315,0.40104
433.9316,0.40103
433.9317,0.40106
433.9318,0.40115
433.9319,0.40111
433.932,0.40104
433.9321,0.40111
433.9322,0.40104
433.9323,0.401
433.9324,0.40101
433.9325,0.40111
433.9326,0.40105
433.9327,0.40107
433.9328,0.40106
433.9329,0.40102
433.933,0.401
433.9331,0.40098
433.9332,0.40101
433.9333,0.40109
433.9334,0.40106
433.9335,0.40105
433.9336,0.401
433.9337,0.40105
433.9338,0.40101
433.9339,0.40096
433.934,0.40102
433.9341,0.40111
433.9342,0.40108
433.9343,0.40099
433.9344,0.40104
433.9345,0.40107
433.9346,0.40103
433.9347,0.40097
433.9348,0.40103
433.9349,0.40098
433.935,0.40105
433.9351,0.40103
433.9352,0.40103
433.9353,0.40103
433.9354,0.401
433.9355,0.40106
433.9356,0.40106
433.9357,0.401
433.9358,0.40101
433.9359,0.40097
433.936,0.40098
433.9361,0.40103
433.9362,0.401
433.9363,0.40107
433.9364,0.40104
433.9365,0.40105
433.9366,0.40102
433.9367,0.401
433.9368,0.40109
433.9369,0.40103
433.937,0.4011
433.9371,0.40109
433.9372,0.40108
433.9373,0.40103
433.9374,0.40099
433.9375,0.40099
433.9376,0.40107
433.9377,0.40104
433.9378,0.40102
433.9379,0.40106
433.938,0.40105
433.9381,0.40109
433.9382,0.40105
433.9383,0.401
433.9384,0.40098
433.9385,0.40101
433.9386,0.40095
433.9387,0.40105
433.9388,0.40108
433.9389,0.40103
433.939,0.40102
433.9391,0.40106
433.9392,0.40102
433.9393,0.40098
433.9394,0.40107
433.9395,0.40109
433.9396,0.40111
433.9397,0.40109
433.9398,0.40111
433.9399,0.40101
433.94,0.40106
