Wavelength (nm),microAmps (mA)
485.9906,0.4019
485.9907,0.40176
485.9908,0.40183
485.9909,0.40187
485.991,0.40182
485.9911,0.40186
485.9912,0.40186
485.9913,0.402
485.9914,0.40211
485.9915,0.40188
485.9916,0.40189
485.9917,0.402
485.9918,0.40187
485.9919,0.40187
485.992,0.40199
485.9921,0.40195
485.9922,0.40179
485.9923,0.40232
485.9924,0.402
485.9925,0.40198
485.9926,0.40189
485.9927,0.4021
485.9928,0.40177
485.9929,0.40194
485.993,0.40195
485.9931,0.40198
485.9932,0.40194
485.9933,0.40181
485.9934,0.40228
485.9935,0.40199
485.9936,0.40195
485.9937,0.40201
485.9938,0.40195
485.9939,0.40199
485.994,0.40225
485.9941,0.40186
485.9942,0.40192
485.9943,0.40212
485.9944,0.40195
485.9945,0.40206
485.9946,0.40204
485.9947,0.40216
485.9948,0.40201
485.9949,0.4023
485.995,0.40205
485.9951,0.40181
485.9952,0.40228
485.9953,0.40225
485.9954,0.40231
485.9955,0.40214
485.9956,0.40219
485.9957,0.40211
485.9958,0.4022
485.9959,0.40198
485.996,0.40203
485.9961,0.40209
485.9962,0.40206
485.9963,0.40232
485.9964,0.40236
485.9965,0.40204
485.9966,0.40245
485.9967,0.40203
485.9968,0.40179
485.9969,0.40222
485.997,0.40188
485.9971,0.40206
485.9972,0.40192
485.9973,0.40226
485.9974,0.40221
485.9975,0.40221
485.9976,0.40216
485.9977,0.40216
485.9978,0.40203
485.9979,0.40205
485.998,0.40209
485.9981,0.40231
485.9982,0.40249
485.9983,0.40216
485.9984,0.40237
485.9985,0.4023
485.9986,0.40204
485.9987,0.40221
485.9988,0.40205
485.9989,0.40214
485.999,0.40236
485.9991,0.40203
485.9992,0.40206
485.9993,0.40228
485.9994,0.40221
485.9995,0.40221
485.9996,0.40238
485.9997,0.40238
485.9998,0.40217
485.9999,0.40223
486,0.40216
486.0001,0.40214
486.0002,0.40237
486.0003,0.40225
486.0004,0.40251
486.0005,0.40216
486.0006,0.40214
486.0007,0.40201
486.0008,0.40226
486.0009,0.40203
486.001,0.40217
486.0011,0.40232
486.0012,0.4023
486.0013,0.40231
486.0014,0.40215
486.0015,0.40214
486.0016,0.40244
486.0017,0.40226
486.0018,0.4022
486.0019,0.4023
486.002,0.4022
486.0021,0.40206
486.0022,0.40216
486.0023,0.40212
486.0024,0.40233
486.0025,0.40208
486.0026,0.40238
486.0027,0.40198
486.0028,0.4021
486.0029,0.40205
486.003,0.40194
486.0031,0.40226
486.0032,0.40195
486.0033,0.40211
486.0034,0.40219
486.0035,0.40225
486.0036,0.40208
486.0037,0.40205
486.0038,0.40187
486.0039,0.40227
486.004,0.40197
486.0041,0.40189
486.0042,0.40204
486.0043,0.40187
486.0044,0.40179
486.0045,0.40214
486.0046,0.40234
486.0047,0.40201
486.0048,0.40201
486.0049,0.40209
486.005,0.40189
486.0051,0.40195
486.0052,0.40184
486.0053,0.40227
486.0054,0.40184
486.0055,0.40182
486.0056,0.40189
486.0057,0.40192
486.0058,0.40217
486.0059,0.40183
486.006,0.40197
486.0061,0.40206
486.0062,0.40195
486.0063,0.40197
486.0064,0.40188
486.0065,0.40194
486.0066,0.40182
486.0067,0.40203
486.0068,0.40208
486.0069,0.40194
486.007,0.40201
486.0071,0.40198
486.0072,0.40182
486.0073,0.40181
486.0074,0.40188
486.0075,0.40192
486.0076,0.40203
486.0077,0.40204
486.0078,0.40194
486.0079,0.40187
486.008,0.40176
486.0081,0.40193
486.0082,0.40201
486.0083,0.40184
486.0084,0.40169
486.0085,0.40176
486.0086,0.40172
486.0087,0.4019
486.0088,0.40179
486.0089,0.40166
486.009,0.40176
486.0091,0.40194
486.0092,0.40179
486.0093,0.40199
486.0094,0.40182
486.0095,0.40195
486.0096,0.40195
486.0097,0.40193
486.0098,0.40175
486.0099,0.40177
486.01,0.40178
486.0101,0.40178
486.0102,0.40182
486.0103,0.40183
486.0104,0.40179
486.0105,0.40166
486.0106,0.40156
486.0107,0.40172
486.0108,0.40149
486.0109,0.40172
486.011,0.40153
486.0111,0.4016
486.0112,0.40173
486.0113,0.40184
486.0114,0.40169
486.0115,0.4016
486.0116,0.40182
486.0117,0.40164
486.0118,0.40181
486.0119,0.40148
486.012,0.40166
486.0121,0.40173
486.0122,0.40164
486.0123,0.40176
486.0124,0.40189
486.0125,0.4017
486.0126,0.40154
486.0127,0.40166
486.0128,0.40182
486.0129,0.40155
486.013,0.40165
486.0131,0.40161
486.0132,0.40158
486.0133,0.40148
486.0134,0.40161
486.0135,0.4016
486.0136,0.40153
486.0137,0.4016
486.0138,0.40144
486.0139,0.4017
486.014,0.40156
486.0141,0.40145
486.0142,0.40147
486.0143,0.40159
486.0144,0.40173
486.0145,0.4016
486.0146,0.40165
486.0147,0.40155
486.0148,0.40143
486.0149,0.40151
486.015,0.40159
486.0151,0.40142
486.0152,0.40161
486.0153,0.40166
486.0154,0.40149
486.0155,0.40165
486.0156,0.40158
486.0157,0.4016
486.0158,0.40145
486.0159,0.4015
486.016,0.40153
486.0161,0.40154
486.0162,0.40147
486.0163,0.40151
486.0164,0.40147
486.0165,0.40159
486.0166,0.40149
486.0167,0.40151
486.0168,0.4014
486.0169,0.40149
486.017,0.40151
486.0171,0.40159
486.0172,0.4015
486.0173,0.40156
486.0174,0.40156
486.0175,0.40143
486.0176,0.40165
486.0177,0.40151
486.0178,0.40144
486.0179,0.40134
486.018,0.40165
486.0181,0.40161
486.0182,0.4015
486.0183,0.40171
486.0184,0.40159
486.0185,0.40148
486.0186,0.4016
486.0187,0.40139
486.0188,0.40134
486.0189,0.40149
486.019,0.40156
486.0191,0.40148
486.0192,0.40154
486.0193,0.40148
486.0194,0.40131
486.0195,0.40155
486.0196,0.4014
486.0197,0.40158
486.0198,0.40153
486.0199,0.40154
486.02,0.40154
