Time(ms),Angle(rad),Volume,Pressure(kPa),Temperature 1(C),Temperature 2(C)
0.0,1.5661943844312396,34.69499872430222,71.27197265625,202.25,51.0
6.0,4.835107443415541,35.40545947457847,76.81396484375,202.25,51.0
13.0,4.433204476989503,33.12822717646654,84.96826171875,202.25,51.0
21.0,3.9684082982601536,31.17710149796485,93.09814453125,202.25,51.0
29.0,3.4345829840759508,30.009639400745836,96.845703125,200.75,51.0
37.0,2.90689359304329,29.950558510149765,94.31884765625,200.75,51.0
42.0,2.440563433526055,30.798449909283093,90.04638671875,200.75,51.0
49.0,2.109223583342757,31.93495773758645,83.2470703125,200.75,51.0
54.0,1.6367575006739792,34.28440152644678,78.62060546875,200.75,51.0
62.0,1.3038836697027951,36.298122363009156,72.88330078125,200.75,51.0
69.0,0.7669903939428206,39.47126742300913,69.24560546875,200.75,51.0
74.0,0.3083301383650139,41.252780829565104,67.43896484375,200.75,51.0
82.0,6.261709576149188,41.62420123272195,66.4501953125,200.75,51.0
87.0,5.810719224510809,40.76525810961729,66.82861328125,200.75,51.0
95.0,5.485515297479053,39.31115214843102,69.92919921875,200.75,51.0
103.0,4.959359887234278,36.173741795318364,76.81396484375,202.25,51.0
111.0,4.427068553837961,33.09711817432576,85.89599609375,202.25,51.0
119.0,3.8932432396537573,30.943051058440876,94.02587890625,202.25,51.0
128.0,3.3594179254695544,29.93591093947213,96.796875,202.25,51.0
136.0,2.830194553649008,30.031037601726517,92.4755859375,202.25,51.0
144.0,2.2994372010405764,31.227709992502724,85.17578125,202.25,51.0
152.0,1.765611886856373,33.56887119455647,77.71728515625,202.25,51.0
160.0,1.2287186110963986,36.76753604020881,72.24853515625,202.25,51.0
169.0,0.6918253353364242,39.84560724223545,68.29345703125,202.25,51.0
177.0,0.1672039058795349,41.5152312704471,66.58447265625,202.25,51.0
185.0,5.933437687541661,41.14760377624783,67.1826171875,202.25,51.0
193.0,5.413418200448428,38.92001382310133,70.72265625,202.25,51.0
201.0,4.885728809415768,35.71662303770901,78.10791015625,202.25,51.0
210.0,4.351903495231564,32.726880774213626,87.2509765625,202.25,51.0
218.0,3.818078181047361,30.732103960069235,94.9169921875,202.25,51.0
226.0,3.2857868476510435,29.884837021691347,96.6015625,202.25,51.0
234.0,2.7596314374062687,30.125318570983456,91.38916015625,202.25,51.0
242.0,2.2242721424341796,31.489607798277092,84.0283203125,202.25,51.0
251.0,1.688912847462091,33.98904354450674,76.69189453125,202.25,51.0
259.0,1.1520195717021164,37.244693831716845,71.41845703125,202.25,51.0
267.0,0.624330180669456,40.15780124324952,67.87841796875,202.25,51.0
275.0,0.09970875121256668,41.586533172077196,66.38916015625,202.25,51.25
282.0,5.861340590511035,40.935446141215515,67.12158203125,202.25,51.25
290.0,5.407282277296885,38.885837410995855,70.95458984375,202.25,51.25
299.0,4.88112686705211,35.68821022139284,78.0712890625,202.25,51.25
307.0,4.351903495231564,32.726880774213626,87.1533203125,202.25,51.25
315.0,3.811942257895818,30.715900744813645,94.8193359375,202.25,51.25
323.0,3.2827188860752723,29.88316138861907,96.54052734375,201.75,51.25
331.0,2.7550294950426117,30.132145013584044,91.43798828125,201.75,51.25
340.0,2.2242721424341796,31.489607798277092,84.06494140625,201.75,51.25
348.0,1.688912847462091,33.98904354450674,76.7529296875,201.75,51.0
356.0,1.1504855909142309,37.25419162601136,71.51611328125,201.75,51.0
364.0,0.6227961998815703,40.164613558080625,67.9150390625,201.75,51.0
372.0,0.09817477042468103,41.587737670201996,66.4501953125,201.75,51.0
381.0,5.856738648147378,40.92068382212804,67.4267578125,201.75,51.0
389.0,5.339787122629917,38.50176405658868,71.40625,201.75,51.0
397.0,4.81056375080937,35.255838854787456,79.1943359375,202.0,51.0
405.0,4.279806398200939,32.39130486724448,88.36181640625,202.0,51.0
413.0,3.7429131224409646,30.544146240069818,95.4296875,202.0,51.0
422.0,3.2167577121961894,29.85586562564992,96.14990234375,202.0,51.0
430.0,2.6829323980119866,30.24999279258112,90.498046875,202.0,51.0
438.0,2.1567769877672114,31.74439827575886,83.02734375,202.0,51.0
446.0,1.6168157504314657,34.39922276175549,75.947265625,202.0,51.0
454.0,1.0829904362472627,37.669334117173726,70.91796875,202.0,51.0
462.0,0.5522330836388308,40.463519224846095,67.58544921875,202.0,51.0
471.0,0.02761165418194154,41.623002988696385,66.5234375,202.0,51.0
479.0,5.793845435844067,40.704781853476746,67.9150390625,202.0,51.0
487.0,5.270757987175063,38.09554259805003,72.3583984375,202.0,51.0
495.0,4.741534615354517,34.840462896242094,80.57373046875,202.0,51.0
503.0,4.206175320382428,32.06918055887492,89.619140625,202.0,51.0
512.0,3.676951948561882,30.398008255793076,96.05224609375,202.0,51.0
