Time(ms),Angle(rad),Volume,Pressure(kPa),Temperature 1(C),Temperature 2(C)
520.0,3.1446606151655643,29.845081781173448,95.68603515625,202.0,51.0
528.0,2.6123692817692468,30.385302576198,89.5458984375,202.0,51.0
536.0,2.086213871524472,32.030410723568686,81.91650390625,202.0,51.0
544.0,1.543184672612955,34.83133458473411,75.0927734375,202.25,51.0
552.0,1.0062913968529805,38.13212517835598,70.6982421875,202.25,51.0
557.0,0.5460971604872883,40.488130415183946,68.671875,202.25,51.0
565.0,0.2193592526676467,41.43586303593673,66.6455078125,202.25,51.0
573.0,5.979457111178229,41.26369630183599,66.95068359375,202.25,51.0
581.0,5.460971604872882,39.18024849563157,70.39306640625,202.25,51.0
589.0,4.933282213840222,36.011387097131816,77.08251953125,202.25,51.0
598.0,4.399456899656019,32.95876071402443,86.6162109375,202.25,51.0
605.0,3.865631585471816,30.862880136989627,93.63525390625,202.25,51.0
609.0,3.4008354067424666,29.973829430506182,96.05224609375,202.25,51.0
614.0,3.132388768862479,29.845225717564333,96.68701171875,202.25,51.0
621.0,2.805650861042838,30.061622618835052,92.87841796875,202.25,51.0
626.0,2.3362527399498316,31.10786887390289,88.67919921875,202.25,51.0
634.0,2.0064468705544187,32.377462677572915,81.91650390625,202.25,51.0
639.0,1.5355147686735269,34.877023736179595,77.49755859375,202.25,51.0
647.0,1.1980389953386859,36.95883508155069,71.85791015625,202.25,50.75
655.0,0.6672816427302539,39.96189089201945,68.26904296875,202.25,50.75
662.0,0.14112623248547898,41.54700988856766,66.6455078125,202.25,50.75
668.0,5.967185264875145,41.23424357563323,66.6455078125,202.25,50.75
675.0,5.5790881255400775,39.78632937303367,68.70849609375,202.25,50.75
684.0,5.1204278699622705,37.17814676170348,74.44580078125,202.25,50.75
692.0,4.586602555778067,33.94624234798018,83.02734375,202.25,50.75
700.0,4.051243260805978,31.461826198764708,92.0849609375,202.25,50.75
707.0,3.518951927409661,30.11857533251573,96.56494140625,202.25,50.75
712.0,3.055689729468197,29.859173166155525,96.40625,202.25,50.75
720.0,2.722815898497013,30.182263877527227,91.8896484375,202.25,51.0
725.0,2.2595537005555495,31.363800266415186,87.470703125,202.25,51.0
733.0,1.919009965644937,32.78593298171408,79.67041015625,202.25,51.0
741.0,1.3867186322486196,35.78300460990484,73.64013671875,202.25,51.0
749.0,0.8498253564886452,39.030164479321414,69.1845703125,202.25,51.0
757.0,0.32213596545598466,41.21910450702795,66.70654296875,202.25,51.0
766.0,6.082233823966567,41.466267609347575,66.6455078125,202.0,51.0
774.0,5.559146375297564,39.6884353628833,69.404296875,202.0,51.0
781.0,5.0345249458406744,36.643020364730994,74.62890625,202.0,51.0
786.0,4.569728767111325,33.8526769710945,80.048828125,202.0,51.0
794.0,4.230719012988598,32.17420145686814,89.130859375,202.0,51.0
801.0,3.693825737228624,30.433727148889766,95.19775390625,202.0,51.0
810.0,3.232097520075046,29.860725823208035,96.1865234375,202.0,51.0
818.0,2.701340167466614,30.21795102000706,90.90087890625,202.0,51.0
826.0,2.167514853282411,31.70262833872057,82.99072265625,202.0,51.0
834.0,1.6275536159466653,34.337271241839616,76.19140625,202.0,51.0
842.0,1.0921943209745766,37.61308941546904,70.90576171875,202.25,51.0
851.0,0.5583690067903734,40.43868160721903,67.59765625,202.25,51.0
859.0,0.03681553890925539,41.62064424168436,66.41357421875,202.25,51.0
867.0,5.793845435844067,40.704781853476746,67.73193359375,202.25,51.0
875.0,5.270757987175063,38.09554259805003,72.4560546875,202.25,51.25
883.0,4.741534615354517,34.840462896242094,80.42724609375,202.25,51.25
892.0,4.206175320382428,32.06918055887492,89.89990234375,202.25,51.25
900.0,3.6708160254103395,30.385302576197994,95.9912109375,202.25,51.25
908.0,3.135456730438251,29.845135757230597,95.39306640625,202.25,51.25
916.0,2.6031653970419333,30.404417664604118,89.46044921875,202.5,51.25
