Time(ms),Angle(rad),Volume,Pressure(kPa),Temperature 1(C),Temperature 2(C)
284.0,2.7074760906181567,30.207568635827837,96.89453125,182.0,40.5
290.0,2.342388663101374,31.088435132431897,93.427734375,182.0,40.5
297.0,1.8315730607354557,33.22233386016681,86.591796875,182.0,40.5
302.0,1.4618836908550161,35.32118647942541,81.52587890625,182.0,40.5
309.0,0.9526020692769832,38.44832201046282,75.556640625,182.0,40.5
314.0,0.5936505649117432,40.29154964654802,72.4560546875,182.0,40.5
321.0,0.08743690490948156,41.595648824778536,69.0869140625,182.0,40.5
326.0,6.017806630875371,41.34857058358592,67.890625,182.0,40.5
334.0,5.51466093244888,39.46335777281545,68.17138671875,182.0,40.5
338.0,5.227806525114265,37.83723074735661,69.41650390625,182.0,40.5
342.0,4.936350175415994,36.03046617947136,71.8701171875,182.0,40.25
346.0,4.649495768081379,34.30200073086626,75.25146484375,182.0,40.25
351.0,4.28287435977671,32.405183205807965,80.93994140625,182.0,40.25
358.0,3.7735927381986776,30.618096944804833,89.66796875,182.0,40.25
362.0,3.485204350076177,30.07166278636139,93.76953125,182.0,40.25
366.0,3.1952819811657904,29.85057439465122,96.58935546875,182.0,40.25
371.0,2.831728534436894,30.02920403225463,97.431640625,182.0,40.25
379.0,2.330116816798289,31.127456839702607,93.1591796875,182.0,40.25
383.0,2.0371264863121317,32.241040075010986,89.46044921875,182.0,40.25
387.0,1.748738098189631,33.65977619046107,85.4443359375,182.0,40.25
392.0,1.380582709097077,35.82098758956781,80.4638671875,182.0,40.25
399.0,0.868233125943273,38.92853736772539,74.76318359375,182.0,40.25
403.0,0.5798447378207724,40.34998931546722,72.22412109375,182.0,40.25
407.0,0.29145634969827183,41.29204230929301,70.29541015625,182.0,40.25
411.0,0.0030679615757712823,41.62599878863544,68.6962890625,182.0,40.25
415.0,6.000932842208629,41.31257121175568,67.79296875,182.0,40.25
420.0,5.717146396449785,40.40731853308982,67.73193359375,182.0,40.25
424.0,5.428758008327284,39.004872562549515,68.427734375,182.0,40.25
428.0,5.141903600992669,37.31112838108434,69.95361328125,182.0,40.25
432.0,4.85658317444594,35.53707953683026,72.578125,182.0,40.25
436.0,4.565126824747669,33.827303855739814,76.15478515625,182.0,40.25
440.0,4.26906853268574,32.343015694377094,81.13525390625,182.0,40.25
444.0,3.9822141253511245,31.222605776610525,86.14013671875,182.0,40.25
448.0,3.689223794864967,30.423872341942012,90.77880859375,182.0,40.25
452.0,3.4008354067424666,29.973829430506182,94.55078125,182.0,40.25
456.0,3.113980999407852,29.846521179417888,97.041015625,182.0,40.25
461.0,2.825592611285351,30.03659332341162,97.39501953125,182.0,40.25
465.0,2.535670242374965,30.554996162327384,95.39306640625,182.0,40.25
473.0,1.9527575429784212,32.62487880313176,88.06884765625,182.0,40.25
481.0,1.3698448435818775,35.8875401471539,80.2685546875,182.0,40.25
489.0,0.786932144185334,39.36764731543069,73.7744140625,182.0,40.25
493.0,0.4970097752749478,40.67668712923562,71.5771484375,182.0,40.25
501.0,6.209554229361076,41.604480545964876,68.48876953125,182.0,40.25
506.0,5.922699822026461,41.11831978594797,67.79296875,182.0,40.25
514.0,5.347457026569345,38.54611476814741,68.7451171875,182.0,40.25
522.0,4.77221423111223,35.02400330599928,73.359375,182.25,40.25
530.0,4.1877675509278,31.991976795605847,82.33154296875,182.25,40.25
538.0,3.6094567938949136,30.266517640822965,91.85302734375,182.25,40.25
547.0,3.031146036862027,29.86839138823856,97.39501953125,182.25,40.25
555.0,2.454369260617026,30.760828345259974,94.68505859375,182.25,40.25
563.0,1.8699225804325967,33.02760351522355,86.9091796875,182.25,40.25
571.0,1.287009881036053,36.40346877173031,79.3896484375,182.25,40.25
579.0,0.7040971816395093,39.78632937303366,73.1884765625,182.25,40.25
586.0,0.200951483213019,41.466267609347575,69.63623046875,182.25,40.25
592.0,6.129787228391022,41.53271596598189,68.19580078125,182.25,40.25
599.0,5.629709491540304,40.02593454280165,67.8173828125,182.25,40.25
604.0,5.270757987175063,38.09554259805003,69.12353515625,182.25,40.25
611.0,4.766078307960687,34.987150901127755,73.54248046875,182.25,40.25
616.0,4.404058842019676,32.98163318824164,78.779296875,182.25,40.25
623.0,3.890175278077986,30.933989251605492,87.53173828125,182.25,40.25
628.0,3.5296897929248603,30.1344389925207,93.17138671875,182.25,40.25
637.0,2.9513790358919736,29.91431222028559,97.5537109375,182.25,40.25
645.0,2.3792042020106297,30.975070613267587,93.68408203125,182.25,40.0
653.0,1.7947575218262002,33.41398734925172,85.9814453125,182.25,40.0
660.0,1.2839419194602817,36.42262933051677,79.15771484375,182.25,40.0
665.0,0.9157865303677278,38.660612082436145,75.1171875,182.25,40.0
673.0,0.4141748127291231,40.9597297572383,70.88134765625,182.25,40.0
678.0,0.05368932757599744,41.61457133880985,68.85498046875,182.25,40.0
685.0,5.836796897904865,40.85506264589104,67.6220703125,182.25,40.0
690.0,5.47937937432751,39.27865464274619,68.1103515625,182.25,40.0
697.0,4.97623367590102,36.27897705350381,71.27197265625,182.25,40.0
702.0,4.614214209960009,34.101101624842855,75.5322265625,182.25,40.0
709.0,4.106466569169862,31.667196556551588,83.74755859375,182.25,40.0
714.0,3.741379141653079,30.540548610689296,90.009765625,182.25,40.25
722.0,3.236699462438703,29.862359583579032,96.27197265625,182.25,40.25
727.0,2.8762139772855773,29.98001165633816,97.39501953125,182.25,40.25
